downstream_query_id,reranker,gold_at_3,generated_answer,reference_answer,answer_hit,exact_match,token_f1,selected_top3_passage_ids,selected_top3_passage_texts,gold_answer_context_rank,failure_type,prompt_style,prompt_version,query_id,evidence_utilization_candidate,priority_gold_rank_1
msmarco_test_000059,cross_encoder,True,"The age at which parental responsibility begins varies by jurisdiction. In England, Wales, and Northern Ireland, it's up to the age of 18; in Scotland, it's up to the age of 16. For example, mothers and married fathers have parental responsibility. Additionally, some states allow parental responsibility to",Up to the age of 18 years in England,False,0,0.26415094339622647,"['msmarco_test_000059_neg_2', 'msmarco_test_000059_neg_7', 'msmarco_test_000059_pos_3']","['Parental responsibility means the rights and responsibilities that parents have in law for their child, including the right to consent to medical treatment for them, up to the age of 18 in England, Wales and Northern Ireland and 16 in Scotland. Mothers and married fathers have parental responsibility.', 'The age at which a child legally becomes an adult varies from state to state, but in most states that age is 18. Most states that have parental responsibility laws have established the rule that parents can be held responsible for the acts of their child only until the child reaches 18 years of age. However, at least one state has expanded parental responsibility to include children up to 21 years of age in certain situations.', 'A ‘person with parental responsibility’ means someone with the rights and responsibilities that parents have in law for their child, including the right to consent to medical treatment for them, up to the age of 18 years in England, Wales and Northern Ireland, and up to 16 years in Scotland.']",3,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000059,True,False
msmarco_test_000064,cross_encoder,True,"Anthrax is an infectious disease caused by the bacterium Bacillus anthracis, which lives in soil and typically infects animals like goats, cattle, and sheep. It can also affect humans, though it's more commonly found in animals due to its contagious nature and ability to spread through contact or consumption of infected",Is an acute disease caused by the bacterium Bacillus anthracis.,False,0,0.2456140350877193,"['msmarco_test_000064_neg_1', 'msmarco_test_000064_pos_6', 'msmarco_test_000064_neg_2']","['Anthrax is an infectious disease caused by the bacterium Bacillus anthracis. The bacteria live in soil and usually infect wild and domestic animals, such as goats, cattle and sheep. Anthrax outbreaks are fairly common worldwide and mostly affect agricultural workers.', 'Anthrax is an acute disease caused by the bacterium Bacillus anthracis. Most forms of the disease are lethal, and it affects mostly animals. It is contagious and can be transmitted through contact or consumption of infected meat.', 'Anthrax is a serious, sometimes deadly disease caused by infection with anthrax bacteria. These bacteria produce spores that can spread the infection. Anthrax in humans is rare unless the spores are spread on purpose. It became a concern in the United States in 2001, when 22 cases occurred as a result of bioterrorism.']",2,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000064,True,False
msmarco_test_000065,cross_encoder,True,"$121,000","$38,279",False,0,0.0,"['msmarco_test_000065_neg_3', 'msmarco_test_000065_pos_9', 'msmarco_test_000065_neg_1']","['Average Price Chopper Salaries. The average salary for price chopper jobs is $121,000. Average price chopper salaries can vary greatly due to company, location, industry, experience and benefits. This salary was calculated using the average salary for all jobs with the term price chopper anywhere in the job listing.', 'Price Chopper salary is full-time annual starting salary. Intern, contractor and hourly pay scale vary from regular exempt employee. Compensation depends on work experience, job location, bonus, benefits and other factors. Real Jobs Salary-Salary List. Price Chopper Salary. Price Chopper average salary is $38,279, median salary is $35,360 with a salary range from $26,229 to $52,000. Price Chopper salaries are collected from government agencies and companies. Each salary is associated with a real job position. Price Chopper salary statistics is not exclusive and is for reference only. They are presented as is and updated regularly', 'Price Chopper Manager Salary. Price Chopper Manager average salary is $46,000, median salary is $46,000 with a salary range from $40,000 to $52,000. Price Chopper Manager salaries are collected from government agencies and companies. Each salary is associated with a real job position. Price Chopper Manager salary statistics is not exclusive and is for reference only. They are presented as is and updated regularl']",2,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000065,True,False
msmarco_test_000082,cross_encoder,True,"Ethnography PDF The term ""ethnography"" refers to the recording and analysis of a culture or society, typically through participant-observation and resulting in a written account of a people, place, or institution. This process involves close personal experience and potential involvement by researchers trained in ethnographic methods. Note:",Ethnography is the recording and analysis of a culture or society.,False,0,0.3137254901960784,"['msmarco_test_000082_neg_3', 'msmarco_test_000082_pos_1', 'msmarco_test_000082_neg_2']","['--Marvin Harris and OrnaJohnson, 2000.Ethnography is the art and science of describing a group or culture. Thedescription may be of a small tribal group in an exotic land or a classroom inmiddle-class suburbia.. --David M. Fetterman, 1998.Ethnography is a social science research method. It relies heavily on up-close,personal experience and possible participation, not just observation, by researcherstrained in the art of ethnography. These ethnographers often work inmultidisciplinary teams.', 'What is ethnography? Ethnography is the recording and analysis of a culture or society, usually based on participant-observation and resulting in a written account of a people, place or institution.', 'Note that you can view and download my detailed guide to ethnography and ethnographic fieldwork, including lists of questions and tips for fieldwork notes. If you would like to use and cite my work on this subject, this is the best way to go. The term ethnography has come to be equated with virtually any qualitative research project where the intent is to provide a detailed, in-depth description of everyday life and practice.']",2,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000082,True,False
msmarco_test_000001,lora_10k_rerun,True,10 Hours 20 Minutes,8 hours 43 minutes,False,0,0.5,"['msmarco_test_000001_neg_9', 'msmarco_test_000001_pos_8', 'msmarco_test_000001_neg_7']","['The distance between Missouri, USA, and Detroit, MI, is 660 miles and will take about 10 Hours 20 Minutes of driving time.', 'How long is the drive from Detroit, MI to Saint Louis, MO? The total driving time is 8 hours, 43 minutes.', '552 mi (888km) - about 8 hours 39 mins Saint Louis, MO, USA to Detroit, MI, USA.']",2,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000001,True,False
msmarco_test_000002,lora_10k_rerun,True,"Cetirizine hydrochloride is a second-generation antihistamine used in the treatment of hay fever, allergies, angioedema, and urticaria. It is a major metabolite of hydroxyzine and a racemic selective H1 receptor antagonist. The drug is commonly prescribed in combination with",Cetirizine hydrochloride is the generic name for a prescription and over-the-counter antihistamine medication.,False,0,0.22222222222222224,"['msmarco_test_000002_neg_6', 'msmarco_test_000002_pos_1', 'msmarco_test_000002_neg_3']","['Cetirizine /sɛˈtɪrɨziːn/ (trade names Zirtec, Zyrtec, Reactine) is a second-generation antihistamine used in the treatment of hay fever, allergies, angioedema, and urticaria. It is a major metabolite of hydroxyzine, and a racemic selective H1 receptor antagonist. Like many other antihistamine medications, cetirizine is commonly prescribed in combination with pseudoephedrine hydrochloride, a decongestant. These combinations are marketed using the same brand name as the cetirizine with a -D suffix (Zyrtec-D, Virlix-D, etc.).', 'Cetirizine hydrochloride is the generic name for a prescription and over-the-counter antihistamine medication. Doctors recommend cetirizine hydrochloride for the relief of symptoms associated with allergies. Cetirizine hydrochloride is available in its regular form and also in a combination therapy that includes pseudoephedrine, which is used to relieve nasal congestion in addition to allergy symptoms.', 'Last reviewed on RxList 4/2/2015. Zyrtec (cetirizine hydrochloride) is an antihistamine that treats symptoms, such as itching, runny nose, watery eyes, and sneezing from hay fever (allergic rhinitis) and other allergies, such as allergies to molds and dust mites. It is available in generic form. Common side effects of Zyrtec include: drowsiness, fatigue, dizziness, dry mouth, sore throat, cough, nausea, constipation, or headache. In children, stomach pain and vomiting may occur. Zyrtec is available as regular tablets and chewable tablets (5 mg and 10 mg) and syrup (1 mg/mL)']",2,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000002,True,False
msmarco_test_000007,lora_10k_rerun,True,"The incubation period for chlamydia can vary from days to months after the initial exposure, with the average being about one to three weeks after sexual contact with an infected person.",1 to 3 weeks after sexual contact with an infected person.,False,0,0.43243243243243246,"['msmarco_test_000007_neg_1', 'msmarco_test_000007_neg_4', 'msmarco_test_000007_pos_3']","['Answered by The Community. Making the world better, one answer at a time. The incubation period -- the time between getting infected and having symptoms -- is one to three weeks for chlamydia in those people who get symptoms. But 80-90% of females and half of males get no symptoms.', 'Therefore, they do not know they have the disease. The incubation period for chlamydia is quite variable and may range from days to months after the initial exposure. The average time from exposure to the development of symptoms is usually about one to three weeks after sexual contact with an infected person.', 'Chlamydia-Symptoms. Most women and men with chlamydia do not have symptoms. The time between exposure to chlamydia and the start of symptoms-the incubation period-may range from days to months. If symptoms appear, it is usually 1 to 3 weeks after sexual contact with an infected person.']",3,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000007,True,False
msmarco_test_000012,lora_10k_rerun,True,Escitalopram dosage for depression: 10 mg once a day.,10 mg to 20 mg once a day,False,0,0.5333333333333333,"['msmarco_test_000012_neg_6', 'msmarco_test_000012_neg_4', 'msmarco_test_000012_pos_7']","['Escitalopram Dosage Recommendations. The recommended starting dosage of escitalopram for adults or adolescents (age 12 to 17 years old) with depression or adults with generalized anxiety disorder is escitalopram 10 mg once a day. For elderly people or people with liver problems, the maximum dose of escitalopram is escitalopram 10 mg once daily.', 'The typical starting dose for escitalopram in adolescents or adults is 10 mg taken once daily. It may be taken in the morning or evening, with or without food. In patients who do not respond to the initial regimen, the dose may be increased to 20 mg after at least a week of treatment. Escitalopram has no activity at muscarinic, histaminergic, adrenergic, or GABA receptors. Occupancy of serotonin reuptake transporters by escitalopram occurs in a dose-dependent manner, increasing from 60±6% with 5 mg to 75±5% with 20 mg.', 'Dosing Recommendations for Lexapro. The recommended starting dose of Lexapro for adults or adolescents (age 12 to 17 years old) with depression or adults with generalized anxiety disorder is 10 mg once a day. Your healthcare provider may choose to increase the dose if symptoms continue, or decrease it if side effects occur. Individual doses of Lexapro can range from 10 mg to 20 mg once a day. For elderly people or people with liver problems, the maximum dose is 10 mg once daily.']",3,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000012,True,False
msmarco_test_000013,lora_10k_rerun,True,"The Romanians believe that the colors of their flag - red, yellow, and blue - represent the three historical provinces of Romania, symbolizing unity among them. These colors can also be traced back to the coats of arms of the former principalities that united to form Romania in 1859. The flag's","The red, yellow and blue stripes represent Moldova and Walachia.",False,0,0.19230769230769232,"['msmarco_test_000013_neg_9', 'msmarco_test_000013_neg_3', 'msmarco_test_000013_pos_5']","['Rating Newest Oldest. Best Answer: The national flag of Romania is a tricolour of three equal vertical bands of blue (hoist side), yellow, and red. The current form of the flag was officially adopted on December 27, 1989. The three colors are considered to stand for the three historical provinces of Romania, as a symbol of unity: Transilvania, Ţara Romanească românească And. Moldova(source): s://http.en.wikipedia/org/Wiki_flag_Of... rom · soplaw2001 9 years. Ago thumbs. up', 'The red, yellow and blue stripes represent Moldova and Walachia, the two principalities that united to form Romania in 1859. The colors are found in the coat of arms of these former states. gUrl · 9 years ago. Thumbs up. The three colors are considered to stand for the three historical provinces of Romania, as a symbol of unity: Transilvania, Ţara Romanească românească And. Moldova(source): s://http.en.wikipedia/org/Wiki_flag_Of... rom · soplaw2001 9 years. Ago thumbs. up', 'Romanian Flag Meaning: The red, yellow and blue stripes represent Moldova and Walachia, the two principalities that united to form Romania in 1859. The colors are found in the coat of arms of these former states. Romanian Flag History: The current Romanian flag was adopted on December 27, 1989. There are four countries that use a blue-yellow-red vertical striped flag. They are Moldova, Andorra, Chad and Romania. The Moldovan flag is distinguished by the addition of a coat of arms, but the colors are related to and similarly derived from those of the Romanian flag.']",2,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000013,True,False
msmarco_test_000014,lora_10k_rerun,True,"$350 to $1,200","Range from $350 to $1,200",False,0,0.7499999999999999,"['msmarco_test_000014_neg_1', 'msmarco_test_000014_pos_6', 'msmarco_test_000014_neg_3']","['Cost of Upper Endoscopy. The cost of upper endoscopy (without insurance) may range from $800 to $1,800 and depends on country, hospital, procedures performed during investigation and the cost of sedatives and anesthetics. Related Articles: 1 Colonoscopy. 2 Gallbladder Tests.', 'In U.S. hospitals gastroscopy cost can range from $350 to $1,200, when extra pathology and surgical services are involved, whereas, abroad expenses may be just a fraction of this sum. Get exclusive information about [page_title]. Our professional health care representative will contact you. Percutaneous endoscopic gastrostomy is performed when the oral intake is not adequate, due to dysphagia or sedation. Gastroscopy cost depends on the additional services required (biopsy, tissue repair). Prices can range between $350 and $1,200.', '1 For patients not covered by health insurance, upper gastrointestinal endoscopy typically costs between about $1,500-$10,000 or more, depending on the provider, geographic location, whether sedation is used or not and whether the procedure is done in an imaging center or in a hospital. 1 For patients covered by health insurance, out-of-pocket costs typically include an office visit copay and coinsurance of 10% to 50% for the procedure. 2 Depending on the insurance, the cost could reach $1,000 or more.']",2,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000014,True,False
msmarco_test_000025,lora_10k_rerun,True,"$3,000 - $5,000","$3,000 to $5,000; $3500 to $8000.",False,0,0.8,"['msmarco_test_000025_neg_5', 'msmarco_test_000025_neg_1', 'msmarco_test_000025_pos_3']","['We include a set of retainers. Fees range from $950 to $1700. More complex cases or cases which will probably take longer than 4-5 months are usually better and more predictably treated with Invisalign and our fees range from $1750 to $4450. No Invisalign case in our office is more than $4450; there are never any extra charges and our fees always include retainers. Keep in mind that Invisalign is a brand-name category of “clear braces,” so it tends to be more expensive than some other options for straightening teeth without metal braces', '1 CostHelper readers with insurance coverage for braces report paying $1,500 -$8,500 out of pocket for traditional metal braces, at an average out-of-pocket expense of $3,407. 2 Dental insurance may pay up to a specific amount for braces (typically $1,000 -$2,000) if the patient is 18 years old or younger. 1 Expect to pay $3,000 -$8,000 or an average of $5,000 for Damon braces, an alternative teeth straightening system that uses a series of computer-fabricated clear plastic aligner trays that cover the teeth; the patient switches to a new tray about every two weeks.', 'Reviewed By: Thomas E. Dudney, DMD. The cost of Invisalign treatment is comparable to that of traditional braces ranging from $3,000 to $5,000 (based on the U.S. national average).']",3,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000025,True,False
msmarco_test_000037,lora_10k_rerun,True,"A land area with a relatively flat surface that is higher than its surroundings on at least one side, or a period or state of little or no growth or decline, especially one where increase or progress stops.",Mainly level area of elevated land.,False,0,0.14634146341463414,"['msmarco_test_000037_neg_8', 'msmarco_test_000037_pos_7', 'msmarco_test_000037_neg_2']","[""pla•teau. 1. a land area having a relatively level surface considerably raised above adjoining land on at least one side. 2. a period or state of little or no growth or decline, esp. one in which increase or progress ceases: to reach a plateau in one's career. A relatively stable level, period, or state: Mortgage rates declined, then reached a plateau. intr.v. pla·teaued, pla·teau·ing, pla·teaus. To reach a stable level; level off: The tension seemed to grow by degrees, then it plateaued (Tom Clancy)."", 'Plateau. n. 1. (Placename) a state of central Nigeria, formed in 1976 from part of Benue-Plateau State: tin mining. Capital: Jos. Pop: 3 178 712 (2006). plateau. n, pl-eaus or-eaux (-əʊz). 1. (Physical Geography) a wide mainly level area of elevated land. 2. a relatively long period of stability; levelling off: the rising prices reached a plateau.', 'Plateau. n. 1. (Placename) a state of central Nigeria, formed in 1976 from part of Benue-Plateau State: tin mining. Capital: Jos. Pop: 3 178 712 (2006).lateau. n, pl-eaus or-eaux (-əʊz). 1. (Physical Geography) a wide mainly level area of elevated land. 2. a relatively long period of stability; levelling off: the rising prices reached a plateau.']",2,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000037,True,False
msmarco_test_000042,lora_10k_rerun,True,"Symbolism in poetry involves using objects, situations, or words to represent abstract ideas beyond their literal meanings, adding layers of deeper significance to the text. It allows for universal interpretations and enhances thematic depth through hidden meanings.",Symbols in poetry are objects used to represent abstract ideas.,False,0,0.30434782608695654,"['msmarco_test_000042_neg_6', 'msmarco_test_000042_pos_2', 'msmarco_test_000042_neg_3']","['Symbolism Definition. Symbolism is the use of symbols to signify ideas and qualities by giving them symbolic meanings that are different from their literal sense. Symbolism can take different forms. Symbolism gives a writer freedom to add double levels of meanings to his work: a literal one that is self-evident and the symbolic one whose meaning is far more profound than the literal one. The symbolism, therefore, gives universality to the characters and the themes of a piece of literature.', 'Goodshoot RF/Goodshoot/Getty Images. Symbols in poetry are objects used to represent abstract ideas. Unlike metaphors, symbols are not obvious comparisons; instead, they are objects that play a key role in the narrative and also represent an idea. Because of this, identifying what is a symbol and what is not can be tricky at first.', ""Symbolism is a figure of speech in which an object, person, situation, or word is used to represent something else. Metaphors and allegory are examples of forms of symbolism in literature. Watch the correct answer. Your score: {{(quiz.score / quiz.totalQuestions) * 100 | number:0}}%. Oops, you didn't pass. Symbolism is a literary device used by many writers, and this quiz/worksheet combo will help you test your understanding of this literary device. Some of the topics you'll be assessed on include the definition of symbolism and examples of symbolism and metaphor.""]",2,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000042,True,False
msmarco_test_000050,lora_10k_rerun,True,"The average house build cost varies depending on several factors including location, size, materials used, and whether it includes amenities like a deck. However, according to Context 1, the average cost to build a log home in the US ranges from $150.00-$200.00 per square",$100 and $120 dollars per square foot.,False,0,0.13043478260869565,"['msmarco_test_000050_neg_9', 'msmarco_test_000050_neg_5', 'msmarco_test_000050_neg_1']","['The average cost to build a log home in the U.S. is approximately *$150.00-$200.00+ per square foot turnkey. The square footage you need to be concerned with is the actual living area on the main and second floor if applicable. *** Note: covered decks can cost anywhere from $25.00 to $35.00 per square foot. The term turnkey means that the home has been constructed to a move-in state. Turnkey cost does not include the cost for the land or any site improvements such as installation of utilities, landscaping, road building, etc..', 'The average custom home building costs for custom homes built in the United States is right around $83 per square foot. The median price however was $78 per square foot. In the northeastern states and California the average price of construction can be between $100 and $120 dollars per square foot. In reality there are many factors that impact the average custom home costs.', 'NEXT STEP. Find out how much your project will cost. Provide a few details about your project and receive competitive quotes from local pros. The average national cost of adding a room or building an addition is $40,960, with most homeowners spending between $21,711 and $63,014. This data is based on actual project costs as reported by HomeAdvisor members']",2,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000050,True,False
msmarco_test_000052,lora_10k_rerun,True,200 to 300 grams of carbohydrates a day or more.,2.2 to 4.5 grams of carbs per pound of body weight daily,False,0,0.28571428571428575,"['msmarco_test_000052_neg_4', 'msmarco_test_000052_pos_9', 'msmarco_test_000052_neg_6']","[""How much carbohydrate should an athlete consume? The target sports diet is 60 percent carbohydrate, 15 percent protein, and 25 percent fat calories. This may vary slightly depending on the exercise goals or the sport. Most athletes should consume about 200 to 300 grams of carbohydrates a day or more. Excess carbohydrates, over the body's energy needs, can be converted to stored fats and burned for energy after the first twenty minutes of exercise. Foods high in carbohydrates are fruits, breads, grains, pasta, vegetables, fruit juices and dairy foods. Let's look at the carbohydrate content of some selected foods."", 'According to Brown University, the carb needs of trained athletes range from 2.2 to 4.5 grams of carbs per pound of body weight daily, and may be up to 5 grams of carbs per pound of body weight for ultra-endurance athletes. General guidelines exist to help determine the percent of an athlete’s calories that should come from dietary fat. While protein and carbs provide 4 calories in each gram, fat contains 9 calories per gram.', ""How much carbohydrate should I eat? Carbohydrates should provide 60-70% of total calories. To figure out the amount that's right for you, multiply your weight in kilograms by 7, or multiply your weight in pounds by 3.2 - to give you the number of grams of carbohydrates you should consume per day. Endurance athletes need up to 50% more protein than sedentary adults. Protein should contribute 12-15% of total calories per day. To figure out the amount for you, multiply your weight in kilograms by 1.3, or multiply your weight in pounds by 0.6 to calculate the number of grams of protein""]",2,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000052,True,False
msmarco_test_000059,lora_10k_rerun,True,"The age at which parental responsibility begins varies by jurisdiction. In England, Wales, and Northern Ireland, it's up to the age of 18; in Scotland, it's up to the age of 16. For example, mothers and married fathers have parental responsibility. Additionally, some states allow parental responsibility to",Up to the age of 18 years in England,False,0,0.26415094339622647,"['msmarco_test_000059_neg_2', 'msmarco_test_000059_neg_7', 'msmarco_test_000059_pos_3']","['Parental responsibility means the rights and responsibilities that parents have in law for their child, including the right to consent to medical treatment for them, up to the age of 18 in England, Wales and Northern Ireland and 16 in Scotland. Mothers and married fathers have parental responsibility.', 'The age at which a child legally becomes an adult varies from state to state, but in most states that age is 18. Most states that have parental responsibility laws have established the rule that parents can be held responsible for the acts of their child only until the child reaches 18 years of age. However, at least one state has expanded parental responsibility to include children up to 21 years of age in certain situations.', 'A ‘person with parental responsibility’ means someone with the rights and responsibilities that parents have in law for their child, including the right to consent to medical treatment for them, up to the age of 18 years in England, Wales and Northern Ireland, and up to 16 years in Scotland.']",3,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000059,True,False
msmarco_test_000065,lora_10k_rerun,True,"$46,000","$38,279",False,0,0.0,"['msmarco_test_000065_neg_1', 'msmarco_test_000065_pos_9', 'msmarco_test_000065_neg_3']","['Price Chopper Manager Salary. Price Chopper Manager average salary is $46,000, median salary is $46,000 with a salary range from $40,000 to $52,000. Price Chopper Manager salaries are collected from government agencies and companies. Each salary is associated with a real job position. Price Chopper Manager salary statistics is not exclusive and is for reference only. They are presented as is and updated regularl', 'Price Chopper salary is full-time annual starting salary. Intern, contractor and hourly pay scale vary from regular exempt employee. Compensation depends on work experience, job location, bonus, benefits and other factors. Real Jobs Salary-Salary List. Price Chopper Salary. Price Chopper average salary is $38,279, median salary is $35,360 with a salary range from $26,229 to $52,000. Price Chopper salaries are collected from government agencies and companies. Each salary is associated with a real job position. Price Chopper salary statistics is not exclusive and is for reference only. They are presented as is and updated regularly', 'Average Price Chopper Salaries. The average salary for price chopper jobs is $121,000. Average price chopper salaries can vary greatly due to company, location, industry, experience and benefits. This salary was calculated using the average salary for all jobs with the term price chopper anywhere in the job listing.']",2,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000065,True,False
msmarco_test_000079,lora_10k_rerun,True,44 inches (112 cm),40 inches (102 cm) tall,False,0,0.4444444444444445,"['msmarco_test_000079_neg_4', 'msmarco_test_000079_pos_3', 'msmarco_test_000079_neg_1']","['Must be at least 44 inches (112 cm) tall to ride. For safety, you should be in good health and free from high blood pressure, heart, back, or neck problems, motion sickness, or other conditions that could be aggravated by this adventure. Expectant mothers should not ride.', 'Splash Mountain. Must be at least 40 inches (102 cm) tall to ride; For safety, you should be in good health and free from high blood pressure, heart, back, or neck problems, motion sickness, or other conditions that could be aggravated by this adventure. Expectant mothers should not ride.', 'Guests must be 48 inches tall to ride or at least 42 inches tall and accompanied by an adult. Weight Restrictions: Maximum of 800 pounds for raft (2-5 riders). Starting from a 49-foot tower, up to six guests can compete in this head-first, mat racing, high speed attraction.']",2,generation_failure,strict_short_answer,strict_short_answer_v1,msmarco_test_000079,True,False
